=== GL 226-001 non-BTB entries (TGL < 2026-01-01) ===
VOUCHER|TGL|KET|K|D|NET
100310120030078|03/09/2020 00:00:00|BAJA PERDANA (0332/BP/III/20) - (0332/BP/III/20)  Hutang Dagang |0.000000|460000.000000|-460000.000000
100310120030110|03/11/2020 00:00:00|BAJA PERDANA (00331/BP/III/20) - (00331/BP/III/20) Hutang Dagang |0.000000|1350000.000000|-1350000.000000
100310120030139|03/16/2020 00:00:00|MULIA JAYA (05448) - (05448)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
200410120030107|03/16/2020 00:00:00|TK.D902-260819,TK.D903-260819,INV.30010311,3001031 Hutang Dagang |0.000000|2327176800.000000|-2327176800.000000
100310120030165|03/19/2020 00:00:00|BAJA PERDANA (334/BP/III/20) - (334/BP/III/20)  Hutang Dagang |0.000000|650000.000000|-650000.000000
200410120030129|03/19/2020 00:00:00|H-TECH (6966) - (6966)  Hutang Dagang |0.000000|2800000.000000|-2800000.000000
100310120030165|03/19/2020 00:00:00|BAJA PERDANA (335/BP/III/20) - (335/BP/III/20)  Hutang Dagang |0.000000|250000.000000|-250000.000000
200410120030130|03/19/2020 00:00:00|BAJA PERDANA  - (329/BP/02/20)  Biaya YMH. Dibayar - S.Parts  Perlengkapan Service Hutang Dagang |0.000000|4120000.000000|-4120000.000000
200410120030135|03/19/2020 00:00:00|KEMENANGAN  - (088/TAM/II/2020)  Hutang Dagang |0.000000|3000000.000000|-3000000.000000
200410120030131|03/19/2020 00:00:00|LESTARI MECHENARY  - (08/II/2020-F)  Biaya YMH. Dibayar - S.Parts  Perlengkapan Service Hutang Dagang |0.000000|5300000.000000|-5300000.000000
200410120030136|03/20/2020 00:00:00|MULIA JAYA (05338) - (05338)  Hutang Dagang |0.000000|16058000.000000|-16058000.000000
200410120030136|03/20/2020 00:00:00|MULIA JAYA (05320) - (05320)  Hutang Dagang |0.000000|4300000.000000|-4300000.000000
100310120030201|03/26/2020 00:00:00|MULIA JAYA (05480) - (05480)  Hutang Dagang |0.000000|847500.000000|-847500.000000
100310120030201|03/26/2020 00:00:00|MULIA JAYA (05488) - (05488)  Hutang Dagang |0.000000|847500.000000|-847500.000000
200410120030148|03/30/2020 00:00:00|INTI NEPEL (00038/IN/II/20) - (00038/IN/II/20)  Hutang Dagang |0.000000|2186250.000000|-2186250.000000
200410120030157|03/30/2020 00:00:00|MULIA JAYA (05392) - (05392)  Hutang Dagang |0.000000|1320000.000000|-1320000.000000
200410120030149|03/30/2020 00:00:00|NEW JAYA GUNA (D09786) - (D09786)  Hutang Dagang |0.000000|2900000.000000|-2900000.000000
200410120030157|03/30/2020 00:00:00|MULIA JAYA (05355) - (05355)  Hutang Dagang |0.000000|5180000.000000|-5180000.000000
200410120030153|03/30/2020 00:00:00|MULIA JAYA (05408) - (05408)  Hutang Dagang |0.000000|1060000.000000|-1060000.000000
200410120030153|03/30/2020 00:00:00|MULIA JAYA (05409) - (05409)  Hutang Dagang |0.000000|5180000.000000|-5180000.000000
200410120030154|03/30/2020 00:00:00|MULIA JAYA (05430) - (05430)  Hutang Dagang |0.000000|6288000.000000|-6288000.000000
200410120030157|03/30/2020 00:00:00|MULIA JAYA (05356) - (05356)  Hutang Dagang |0.000000|195000.000000|-195000.000000
200410120030157|03/30/2020 00:00:00|MULIA JAYA (05393) - (05393)  Hutang Dagang |0.000000|6045000.060000|-6045000.060000
200410120030156|03/30/2020 00:00:00|MULIA JAYA (05421) - (05421)  Hutang Dagang |0.000000|4970500.000000|-4970500.000000
200410120030154|03/30/2020 00:00:00|MULIA JAYA (05428) - (05428)  Hutang Dagang |0.000000|5560000.000000|-5560000.000000
200410120030159|03/31/2020 00:00:00|LESTARY MECHENARY - (21/II/2020-F)  Hutang Dagang |0.000000|5300000.000000|-5300000.000000
200410120040170|04/02/2020 00:00:00|TK.F105-260819,TK.F106-260819,INV.30010313,3001031 Hutang Dagang |0.000000|2525234400.000000|-2525234400.000000
200410120040170|04/02/2020 00:00:00|TK.002-07012020,INV.5430571,TAM.110,111,112 - (543 Hutang Dagang |0.000000|195838276.680000|-195838276.680000
200410120040170|04/02/2020 00:00:00|TK.003-09012020,INV.10000120,TAM.100 - (10000120)  Hutang Dagang |0.000000|3970485.120000|-3970485.120000
200410120040170|04/02/2020 00:00:00|TK.002-070120,INV.5430218,TAM.058 - (5430118)  Hutang Dagang |0.000000|1316018.880000|-1316018.880000
100310120040087|04/06/2020 00:00:00|ANUGRAH REJEKI  - (AR200401)  Hutang Dagang |0.000000|450000.000000|-450000.000000
200410120040016|04/06/2020 00:00:00|ANUGERAH REZEKI CEMERLANG - (678)  Hutang Dagang |0.000000|8822000.000000|-8822000.000000
100310120040087|04/06/2020 00:00:00|NITAKO  - (NITAKO01)  Hutang Dagang |0.000000|1450000.000000|-1450000.000000
200410120040008|04/06/2020 00:00:00|KEMENANGAN 139/TAM/III/2020 - (139/TAM/III/202)  Hutang Dagang |0.000000|7065000.000000|-7065000.000000
200410120040008|04/06/2020 00:00:00|KEMENANGAN (142.11.03.2020) - (142.11.03.2020)  Hutang Dagang |0.000000|3550000.000000|-3550000.000000
200410120040034|04/09/2020 00:00:00|THERMO ASRI MANDIRI (040/FK-TAM/II/2020) - (040/FK Hutang Dagang |0.000000|525000.000000|-525000.000000
200410120040036|04/09/2020 00:00:00|THERMO ASRI MANDIRI (049/FK-TAM/III/2020) - (049/F Hutang Dagang |0.000000|4550000.000000|-4550000.000000
200410120040035|04/09/2020 00:00:00|THERMO ASRI MANDIRI (032/FK-TAM/II/2020) - (032/FK Hutang Dagang |0.000000|2475000.000000|-2475000.000000
200410120040036|04/09/2020 00:00:00|THERMO ASRI MANDIRI (050/FK-TAM/III/2020) - (050/F Hutang Dagang |0.000000|4550000.000000|-4550000.000000
200410120040034|04/09/2020 00:00:00|THERMO ASRI MANDIRI (047/FK-TAM/II/2020) - (047/FK Hutang Dagang |0.000000|1940000.000000|-1940000.000000
2006DPB001|04/09/2020 00:00:00|Bayar Hutang dari DP 20032004P062 (pembayaran dimuka 50%)|0.000000|414115393.300000|-414115393.300000
200410120040033|04/09/2020 00:00:00|MULIA JAYA (05451) - (05451)  Hutang Dagang |0.000000|9719750.000000|-9719750.000000
200410120040033|04/09/2020 00:00:00|MULIA JAYA (05477) - (05477)  Hutang Dagang |0.000000|1320000.000000|-1320000.000000
200410120040036|04/09/2020 00:00:00|THERMO ASRI MANDIRI (051/FK-TAM/III/2020) - (051/F Hutang Dagang |0.000000|5500000.000000|-5500000.000000
200410120040034|04/09/2020 00:00:00|THERMO ASRI MANDIRI (045/FK-TAM/II/2020) - (045/FK Hutang Dagang |0.000000|1440000.000000|-1440000.000000
200410120040037|04/09/2020 00:00:00|THERMO ASRI MANDIRI (038/FK-TAM/II/2020) - (038/FK Hutang Dagang |0.000000|22750000.000000|-22750000.000000
200410120040032|04/09/2020 00:00:00|MULIA JAYA (05447) - (05447)  Hutang Dagang |0.000000|9711000.400000|-9711000.400000
200410120040030|04/09/2020 00:00:00|BAJA PERDANA (00330/BP/III/20) - (00330/BP/III/20) Kas Kecil - A Hutang Dagang |0.000000|4120000.000000|-4120000.000000
200410120040034|04/09/2020 00:00:00|THERMO ASRI MANDIRI (036/FK-TAM/II/2020) - (036/FK Hutang Dagang |0.000000|1210000.000000|-1210000.000000
200410120040031|04/09/2020 00:00:00|H-TECH (7000) - (7000)  Hutang Dagang |0.000000|2250000.000000|-2250000.000000
200410120040032|04/09/2020 00:00:00|MULIA JAYA (05472) - (05472)  Hutang Dagang |0.000000|1725000.000000|-1725000.000000
200410120040030|04/09/2020 00:00:00|BAJA PERDANA (00333/BP/III/20) - (00333/BP/III/20) Hutang Dagang |0.000000|2620000.000000|-2620000.000000
200410120040035|04/09/2020 00:00:00|THERMO ASRI MANDIRI (033/FK-TAM/II/2020) - (033/FK Hutang Dagang |0.000000|4550000.000000|-4550000.000000
100310120040066|04/13/2020 00:00:00|MULIA JAYA (05524) - (05524)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
100310120040067|04/13/2020 00:00:00|H-TECH (6910) - (6910)  Hutang Dagang |0.000000|1750000.000000|-1750000.000000
200410120040050|04/14/2020 00:00:00|SZ.101-091219,SZ.102-191219,INV.SZ100112019,TAM-SM Hutang Dagang |0.000000|988457677.000000|-988457677.000000
100310120040153|04/18/2020 00:00:00|NITAKO 0516 - (NITAKO)  Hutang Dagang |0.000000|1000000.000000|-1000000.000000
200410120040054|04/21/2020 00:00:00|TK.B003-061119,INV.30010363,TK.B004-031219,INV.300 Hutang Dagang |0.000000|1746953600.000000|-1746953600.000000
100310120040124|04/23/2020 00:00:00|MULIA JAYA (05535) - (05535)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
210510120040002|04/23/2020 00:00:00|TK.006-200202020,INV.10000164, 10000225,TAM.016 -  Hutang Dagang |0.000000|12822291.300000|-12822291.300000
100310120040152|04/27/2020 00:00:00|MULIA JAYA (05555) - (05555)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
100310120040182|04/28/2020 00:00:00|NITAKO 0584 - (0584)  Hutang Dagang |0.000000|450000.000000|-450000.000000
100310120040179|04/30/2020 00:00:00|BAJA PERDANA  - (BP2004)  Hutang Dagang |0.000000|2400000.000000|-2400000.000000
100310120040177|04/30/2020 00:00:00|MULIA JAYA (05597) - (05597)  Hutang Dagang |0.000000|847500.000000|-847500.000000
200410120050027|05/06/2020 00:00:00|MULIA JAYA (05577) - (05577)  Hutang Dagang |0.000000|5825000.000000|-5825000.000000
200410120050015|05/06/2020 00:00:00|THERMO ASRI MANDIRI (064/FK-TAM/III/2020) - (064/F Hutang Dagang |0.000000|35951400.000000|-35951400.000000
200410120050009|05/06/2020 00:00:00|H-TECH - (7067)  Hutang Dagang |0.000000|4550000.000000|-4550000.000000
200410120050024|05/06/2020 00:00:00|MULIA JAYA (05485) - (05485)  Hutang Dagang |0.000000|2680000.000000|-2680000.000000
200410120050028|05/06/2020 00:00:00|MULIA JAYA (05553) - (05553)  Hutang Dagang |0.000000|9350000.000000|-9350000.000000
200410120050024|05/06/2020 00:00:00|MULIA JAYA (05501) - (05501)  Hutang Dagang |0.000000|4140000.000000|-4140000.000000
200410120050016|05/06/2020 00:00:00|THERMO ASRI MANDIRI (043/FK-TAM/II/2020) - (043/FK Hutang Dagang |0.000000|29775000.000000|-29775000.000000
200410120050025|05/06/2020 00:00:00|MULIA JAYA (05576) - (05576)  Hutang Dagang |0.000000|10535000.000000|-10535000.000000
200410120050019|05/06/2020 00:00:00|THERMO ASRI MANDIRI (054/FK-TAM/III/20) - (054/FK- Hutang Dagang |0.000000|1155000.000000|-1155000.000000
200410120050024|05/06/2020 00:00:00|MULIA JAYA (05460) - (05460)  Hutang Dagang |0.000000|10605500.060000|-10605500.060000
200410120050027|05/06/2020 00:00:00|MULIA JAYA (05532) - (05532)  Hutang Dagang |0.000000|2590000.000000|-2590000.000000
200410120050019|05/06/2020 00:00:00|THERMO ASRI MANDIRI (057/FK-TAM/III/20) - (057/FK- Hutang Dagang |0.000000|7080000.000000|-7080000.000000
200410120050025|05/06/2020 00:00:00|MULIA JAYA (05589) - (05589)  Hutang Dagang |0.000000|5592500.000000|-5592500.000000
200410120050018|05/06/2020 00:00:00|THERMO ASRI MANDIRI (063/FK-TAM/III/20) - (063/FK- Hutang Dagang |0.000000|18200000.000000|-18200000.000000
200410120050028|05/06/2020 00:00:00|MULIA JAYA (05527) - (05527)  Hutang Dagang |0.000000|6045000.060000|-6045000.060000
200410120050009|05/06/2020 00:00:00|H-TECH (7044) - (7044)  Hutang Dagang |0.000000|3150000.000000|-3150000.000000
200410120050017|05/06/2020 00:00:00|THERMO ASRI MANDIRI (062/FK-TAM/III/20) - (062/FK- Hutang Dagang |0.000000|9900000.000000|-9900000.000000
200410120050027|05/06/2020 00:00:00|MULIA JAYA (05551) - (05551)  Hutang Dagang |0.000000|6945000.060000|-6945000.060000
100310120050078|05/11/2020 00:00:00|MULIA JAYA (05607) - (05607)  Hutang Dagang |0.000000|3390000.000000|-3390000.000000
210510120050004|05/12/2020 00:00:00|TK.007-28022020,INV.5443936,TAM.037 - (5443936)  Hutang Dagang |0.000000|3648743.560000|-3648743.560000
210510120050004|05/12/2020 00:00:00|TK.005-2002220,INV.5447702,TAM.088,089,090 - (5447 Hutang Dagang |0.000000|256095389.820000|-256095389.820000
210510120050004|05/12/2020 00:00:00|TK.008-11022020,INV.5446936,TAM.056 - (5446936)  Hutang Dagang |0.000000|7049059.280000|-7049059.280000
200410120050153|05/13/2020 00:00:00|THERMO ASRI MANDIRI (060/FK-TAM/III/2020) - (060/F Hutang Dagang |0.000000|36701000.000000|-36701000.000000
100310120050092|05/14/2020 00:00:00|MULIA JAYA (05619) - (05619)  Hutang Dagang |0.000000|847500.000000|-847500.000000
100310120050110|05/18/2020 00:00:00|MULIA JAYA (05621) - (05621)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
200410120050066|05/20/2020 00:00:00|MULIA JAYA (05640) - (05640)  Hutang Dagang |0.000000|8462500.060000|-8462500.060000
200410120050068|05/20/2020 00:00:00|MULIA JAYA (05595) - (05595)  Hutang Dagang |0.000000|4870000.000000|-4870000.000000
200410120050067|05/20/2020 00:00:00|MULIA JAYA (05615) - (05615)  Hutang Dagang |0.000000|12790000.000000|-12790000.000000
100310120050145|05/20/2020 00:00:00|SAMUDERA TEKNIK 0000041 - (0000041)  Hutang Dagang |0.000000|1350000.000000|-1350000.000000
200410120050068|05/20/2020 00:00:00|MULIA JAYA (05608) - (05608)  Hutang Dagang |0.000000|3282500.250000|-3282500.250000
200410120050066|05/20/2020 00:00:00|MULIA JAYA (05638) - (05638)  Hutang Dagang |0.000000|8250000.000000|-8250000.000000
200410120050066|05/20/2020 00:00:00|MULIA JAYA (05635) - (05635)  Hutang Dagang |0.000000|690000.000000|-690000.000000
200410120050068|05/20/2020 00:00:00|MULIA JAYA (05606) - (05606)  Hutang Dagang |0.000000|6378000.000000|-6378000.000000
200410120050066|05/20/2020 00:00:00|MULIA JAYA (05639) - (05639)  Hutang Dagang |0.000000|5940000.000000|-5940000.000000
200410120050067|05/20/2020 00:00:00|MULIA JAYA (05616) - (05616)  Hutang Dagang |0.000000|2341500.000000|-2341500.000000
200410120050067|05/20/2020 00:00:00|MULIA JAYA (05620) - (05620)  Hutang Dagang |0.000000|2870000.000000|-2870000.000000
200410120050068|05/20/2020 00:00:00|MULIA JAYA (05596) - (05596)  Hutang Dagang |0.000000|1320000.000000|-1320000.000000
100310120050146|05/20/2020 00:00:00|MULIA JAYA (05660 - (05660)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
100310120050200|05/22/2020 00:00:00|NITAKO (0759) - (0759)  Hutang Dagang |0.000000|1000000.000000|-1000000.000000
200410120050076|05/28/2020 00:00:00|MULIA JAYA (05646) - (05646)  Hutang Dagang |0.000000|9783500.300000|-9783500.300000
200410120050074|05/28/2020 00:00:00|TK.009-190320,INV.10000412-TKC,TAM.027 - (10000412 Hutang Dagang |0.000000|80569940.080000|-80569940.080000
200410120050074|05/28/2020 00:00:00|TK.A001-061119,INV.30010448,TK.A002-031219,INV.300 Hutang Dagang |0.000000|1549944000.000000|-1549944000.000000
200410120050076|05/28/2020 00:00:00|MULIA JAYA (05641) - (05641)  Hutang Dagang |0.000000|6045000.060000|-6045000.060000
100310120050168|05/28/2020 00:00:00|NUGROHO TEKNIK (015/V/2020) - (015/V/2020)  Hutang Dagang |0.000000|4575000.000000|-4575000.000000
100310120050197|05/30/2020 00:00:00|MULIA JAYA (05692) - (05692)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
200410120060001|06/02/2020 00:00:00|THERMO ASRI MANDIRI (070/FK-TAM/III/2020) - (070/F Hutang Dagang |0.000000|11575000.000000|-11575000.000000
200410120060009|06/02/2020 00:00:00|THERMO ASRI MANDIRI (081/FK-TAM/IV/2020) - (081/FK Hutang Dagang |0.000000|770000.000000|-770000.000000
200410120060009|06/02/2020 00:00:00|THERMO ASRI MANDIRI (080/FK-TAM/IV/2020) - (080/FK Hutang Dagang |0.000000|1940000.000000|-1940000.000000
200410120060002|06/02/2020 00:00:00|THERMO ASRI MANDIRI (068/FK-TAM/III/2020) - (068/F Hutang Dagang |0.000000|9900000.000000|-9900000.000000
200410120060002|06/02/2020 00:00:00|THERMO ASRI MANDIRI (072/FK-TAM/III/2020) - (072/F Hutang Dagang |0.000000|1430000.000000|-1430000.000000
200410120060003|06/02/2020 00:00:00|THERMO ASRI MANDIRI (076/FK-TAM/IV/2020) - (076/FK Hutang Dagang |0.000000|23150000.000000|-23150000.000000
200410120060009|06/02/2020 00:00:00|THERMO ASRI MANDIRI (063/FK-TAM/IV/2020) - (063/FK Hutang Dagang |0.000000|9100000.000000|-9100000.000000
200410120060013|06/05/2020 00:00:00|MULIA JAYA (05670) - (05670)  Hutang Dagang |0.000000|6477500.150000|-6477500.150000
200410120060013|06/05/2020 00:00:00|MULIA JAYA (05671) - (05671)  Hutang Dagang |0.000000|5576250.000000|-5576250.000000
200410120060010|06/05/2020 00:00:00|MULIA JAYA (05661) - (05661)  Hutang Dagang |0.000000|2995000.000000|-2995000.000000
200410120060013|06/05/2020 00:00:00|MULIA JAYA (05693) - (05693)  Hutang Dagang |0.000000|2737000.000000|-2737000.000000
200410120060010|06/05/2020 00:00:00|MULIA JAYA (05657) - (05657)  Hutang Dagang |0.000000|13507500.000000|-13507500.000000
200410120060013|06/05/2020 00:00:00|MULIA JAYA  (05696) - (05696)  Hutang Dagang |0.000000|6045000.060000|-6045000.060000
200410120060015|06/05/2020 00:00:00|TAM SURABAYA (TAM/41/06/2020) - (TAM/41/06/2020)  Hutang Dagang |0.000000|17900000.000000|-17900000.000000
200410120060014|06/05/2020 00:00:00|ARTHA MERSINDO PERKASA - (AMP-30047)  Hutang Dagang |0.000000|5562480.000000|-5562480.000000
200410120060010|06/05/2020 00:00:00|MULIA JAYA (05656) - (05656)  Hutang Dagang |0.000000|5740000.000000|-5740000.000000
100310120060048|06/08/2020 00:00:00|BAJA PERDANA - (0339/BP/IV/20)  Hutang Dagang |0.000000|2800000.000000|-2800000.000000
200410120060209|06/09/2020 00:00:00|TK.7001-181219,INV.30010486,TAM.5.03.2020 - (30010 Hutang Dagang |0.000000|278314000.000000|-278314000.000000
200410120060209|06/09/2020 00:00:00|TK.6002.30012020,INV.30010487,TAM.5.03.2020 - (300 Hutang Dagang |0.000000|330637032.000000|-330637032.000000
200410120060209|06/09/2020 00:00:00|TK.008-11022020,INV.5457146,TAM.012 - (5457146)  Hutang Dagang |0.000000|299566.400000|-299566.400000
200410120060209|06/09/2020 00:00:00|SS.701-19022020,INV.KXH 20200219,TAM.4.03.2020,4.0 Hutang Dagang |0.000000|414112780.960000|-414112780.960000
200410120060038|06/11/2020 00:00:00|MULIA JAYA (05735) - (05735)  Hutang Dagang |0.000000|5250000.000000|-5250000.000000
100310120060079|06/11/2020 00:00:00|NITAKO  - (NITAKO)  Hutang Dagang |0.000000|450000.000000|-450000.000000
200410120060041|06/11/2020 00:00:00|LESTARY MECHENARY - (05/V/2020-F)  Hutang Dagang |0.000000|6150000.000000|-6150000.000000
200410120060036|06/11/2020 00:00:00|MULIA JAYA (05720) - (05720)  Hutang Dagang |0.000000|1320000.000000|-1320000.000000
200410120060038|06/11/2020 00:00:00|MULIA JAYA (05727) - (05727)  Hutang Dagang |0.000000|3055000.000000|-3055000.000000
200410120060038|06/11/2020 00:00:00|MULIA JAYA (05748) - (05748)  Hutang Dagang |0.000000|8862500.590000|-8862500.590000
200410120060038|06/11/2020 00:00:00|MULIA JAYA (05751) - (05751)  Hutang Dagang |0.000000|1320000.000000|-1320000.000000
200410120060036|06/11/2020 00:00:00|MULIA JAYA (05717) - (05717)  Hutang Dagang |0.000000|404250.000000|-404250.000000
200410120060031|06/11/2020 00:00:00|NUGROHO TEKNIK (016/V/2020) - (016/V/2020)  Hutang Dagang |0.000000|8125000.000000|-8125000.000000
200410120060038|06/11/2020 00:00:00|MULIA JAYA (05749) - (05749)  Hutang Dagang |0.000000|2980000.000000|-2980000.000000
200410120060037|06/11/2020 00:00:00|MULIA JAYA (05742) - (05742)  Hutang Dagang |0.000000|18240000.000000|-18240000.000000
200410120060036|06/11/2020 00:00:00|MULIA JAYA (05732) - (05732)  Hutang Dagang |0.000000|6045000.060000|-6045000.060000
200410120060036|06/11/2020 00:00:00|MULIA JAYA (05719) - (05719)  Hutang Dagang |0.000000|3295250.400000|-3295250.400000
200410120060032|06/11/2020 00:00:00|MULIA JAYA (05733) - (05733)  Hutang Dagang |0.000000|5085000.000000|-5085000.000000
200410120060033|06/11/2020 00:00:00|MULIA JAYA (05700) - (05700)  Hutang Dagang |0.000000|5085000.000000|-5085000.000000
100310120060085|06/12/2020 00:00:00|H-TECH (7093) - (7093)  Hutang Dagang |0.000000|2800000.000000|-2800000.000000
100310120060134|06/18/2020 00:00:00|NITAKO  - (NITAKO)  Hutang Dagang |0.000000|450000.000000|-450000.000000
100310120060161|06/22/2020 00:00:00|H-TECH (7118) - (7118)  Hutang Dagang |0.000000|2900000.000000|-2900000.000000
200410120060094|06/22/2020 00:00:00|NUGROHO TEKNIK (018/VI/2020) - (018/VI/2020)  Hutang Dagang |0.000000|7080000.000000|-7080000.000000
100310120060202|06/29/2020 00:00:00|BAJA PERDANA  - (00341/BP/06/20)  Hutang Dagang |0.000000|2460000.000000|-2460000.000000
200410120070012|07/02/2020 00:00:00|KEMENANGAN - (KM200502)  Hutang Dagang |0.000000|10900000.000000|-10900000.000000
200410120070014|07/02/2020 00:00:00|MULIA JAYA (05791) - (05791)  Hutang Dagang |0.000000|1590000.000000|-1590000.000000
200410120070014|07/02/2020 00:00:00|MULIA JAYA (05756) - (05756)  Hutang Dagang |0.000000|200000.000000|-200000.000000
200410120070012|07/02/2020 00:00:00|KEMENANGAN  - (KM200501)  Hutang Dagang |0.000000|4075000.000000|-4075000.000000
200410120070015|07/02/2020 00:00:00|MULIA JAYA (05787) - (05787)  Hutang Dagang |0.000000|6140000.000000|-6140000.000000
200410120070015|07/02/2020 00:00:00|MULIA JAYA (05851) - (05851)  Hutang Dagang |0.000000|4900500.000000|-4900500.000000
200410120070015|07/02/2020 00:00:00|MULIA JAYA (05760) - (05760)  Hutang Dagang |0.000000|1540000.000000|-1540000.000000
200410120070015|07/02/2020 00:00:00|MULIA JAYA (05788) - (05788)  Hutang Dagang |0.000000|5060000.000000|-5060000.000000
200410120070014|07/02/2020 00:00:00|MULIA JAYA (05755) - (05755)  Hutang Dagang |0.000000|11884000.000000|-11884000.000000
200410120070026|07/06/2020 00:00:00|ARTHA MERSINDO (AMP-30180) - (AMP-30180)  Hutang Dagang |0.000000|5562480.000000|-5562480.000000
100310120070054|07/06/2020 00:00:00|MULIA JAYA (06005) - (06005)  Hutang Dagang |0.000000|1695000.000000|-1695000.000000
100310120070071|07/07/2020 00:00:00|NUGROHO TEKNIK (020/VII/2020) - (020/VII/2020)  Hutang Dagang |0.000000|2625000.000000|-2625000.000000
100310120070079|07/08/2020 00:00:00|INTI NEPEL (00100/IN/VI/20) - (00100/IN/VI/20)  Hutang Dagang |0.000000|2860000.000000|-2860000.000000
200410120070040|07/09/2020 00:00:00|MULIA JAYA (05867) - (05867)  Hutang Dagang |0.000000|12642000.000000|-12642000.000000
200410120070041|07/09/2020 00:00:00|MULIA JAYA (05887) - (05887)  Hutang Dagang |0.000000|8750000.000000|-8750000.000000
200410120070037|07/09/2020 00:00:00|NUGROHO TEKNIK (019/VII/2020) - (019/VII/2020)  Hutang Dagang |0.000000|7375000.000000|-7375000.000000
200410120070041|07/09/2020 00:00:00|MULIA JAYA (05861) - (05861)  Hutang Dagang |0.000000|6745000.060000|-6745000.060000
200410120070036|07/09/2020 00:00:00|INTI NEPEL (00101/IN/VI/20) - (00101/IN/VI/20)  Hutang Dagang |0.000000|7205000.000000|-7205000.000000
200410120070066|07/14/2020 00:00:00|THERMO ASRI MANDIRI (087/FK-TAM/V/2020) - (087/FK- Hutang Dagang |0.000000|11550000.000000|-11550000.000000
200410120070065|07/14/2020 00:00:00|THERMO ASRI MANDIRI (090/FK-TAM/V/2020) - (090/FK- Hutang Dagang |0.000000|1430000.000000|-1430000.000000
200410120070065|07/14/2020 00:00:00|THERMO ASRI MANDIRI (065/FK-TAM/V/2020 - (065/FK-T|0.000000|4950000.000000|-4950000.000000
100310120070112|07/14/2020 00:00:00|MULIA JAYA (06051) - (06051)  Hutang Dagang |0.000000|847500.000000|-847500.000000
100310120070110|07/14/2020 00:00:00|INTI NEPEL (00110/IN/VI/2020) - (00110/IN/VI/202)  Hutang Dagang |0.000000|627000.000000|-627000.000000
100310120070112|07/14/2020 00:00:00|MULIA JAYA (06038) - (06038)  Hutang Dagang |0.000000|847500.000000|-847500.000000
200410120070092|07/16/2020 00:00:00|THERMO ASRI MANDIRI (094/FK-TAM/VI/2020) - (094/FK Hutang Dagang |0.000000|4550000.000000|-4550000.000000
200410120070093|07/16/2020 00:00:00|THERMO ASRI MANDIRI (093/FK-TAM/V/2020) - (093/FK- Hutang Dagang |0.000000|38875000.000000|-38875000.000000
200410120070092|07/16/2020 00:00:00|THERMO ASRI MANDIRI (086/FK-TAM/V/2020) - (086/FK- Hutang Dagang |0.000000|2200000.000000|-2200000.000000
210510120070005|07/17/2020 00:00:00|TK.6002-30012020,INV.30010540,TAM.06.08.20 - (3001 Hutang Dagang |0.000000|312219468.000000|-312219468.000000
200410120070094|07/17/2020 00:00:00|MULIA JAYA (05889) - (05889)  Hutang Dagang |0.000000|3155000.000000|-3155000.000000
100310120070137|07/17/2020 00:00:00|SAMUDERA TEKNIK (0000078) - (0000078)  Hutang Dagang |0.000000|1350000.000000|-1350000.000000
210510120070004|07/17/2020 00:00:00|TK.010-12052020,TK.008-11022020,INV.5461681,546168 Hutang Dagang |0.000000|97508840.400000|-97508840.400000
210510120070005|07/17/2020 00:00:00|TK.6003-30012020,INV.30010541,TAM.06.07.20 - (3001 Hutang Dagang |0.000000|620263116.000000|-620263116.000000
100310120070138|07/17/2020 00:00:00|MULIA JAYA (06082) - (06082)  Hutang Dagang |0.000000|847500.000000|-847500.000000
200410120070094|07/17/2020 00:00:00|MULIA JAYA (05891) - (05891)  Hutang Dagang |0.000000|7761750.060000|-7761750.060000
100310120070139|07/17/2020 00:00:00|INTI NEPEL (00129/IN/VII/20) - (00129/IN/VII/20)  Hutang Dagang |0.000000|825000.000000|-825000.000000
100310120070137|07/17/2020 00:00:00|SAMUDRA TEKNIK (0000097) - (0000097)  Hutang Dagang |0.000000|240000.000000|-240000.000000
2009DPB001|07/20/2020 00:00:00|Bayar Hutang dari DP 20062105P001 (SS.702-10032020)|0.000000|62058549.000000|-62058549.000000
200410120070132|07/20/2020 00:00:00|THERMO ASRI MANDIRI (095/FK-TAM/VI/2020) - (095/FK Hutang Dagang |0.000000|9900000.000000|-9900000.000000
200410120070132|07/20/2020 00:00:00|THERMO ASRI MANDIRI 098/FK-TAM/VI/2020 - (098/FK-T Hutang Dagang |0.000000|9900000.000000|-9900000.000000
200410120070137|07/20/2020 00:00:00|MULIA JAYA (102/FK-TAM/VI/2020) - (102/FK-TAM/VI/2 Hutang Dagang |0.000000|23100000.000000|-23100000.000000
200410120070147|07/21/2020 00:00:00|NUGROHO TEKNIK (022/VII/2020) - (022/VII/2020)  Hutang Dagang |0.000000|6150000.000000|-6150000.000000
2008DPB001|07/21/2020 00:00:00|Bayar Hutang dari DP 20072105P001 (PEMBAYARAN DIMUKA)|0.000000|401542500.000000|-401542500.000000
